time,open,high,low,close,volume
1514851200,42.540000915527344,43.07500076293945,42.31499862670898,43.06499862670898,102223600
1514937600,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,118071600
1515024000,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,89738400
1515110400,43.36000061035156,43.84249877929688,43.26250076293945,43.75,94640000
1515369600,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200
1515456000,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,86336000
1515542400,43.290000915527344,43.57500076293945,43.25,43.5724983215332,95839600
1515628800,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,74670800
1515715200,44.04499816894531,44.34000015258789,43.91249847412109,44.272499084472656,101672400
1516060800,44.47499847412109,44.84749984741211,44.03499984741211,44.04750061035156,118263600
1516147200,44.03749847412109,44.8125,43.76750183105469,44.775001525878906,137547200
1516233600,44.84249877929688,45.025001525878906,44.5625,44.81499862670898,124773600
1516320000,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,129700400
1516579200,44.32500076293945,44.44499969482422,44.150001525878906,44.25,108434400
1516665600,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,130756400
1516752000,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,204420400
1516838400,43.62749862670898,43.73749923706055,42.63249969482422,42.77750015258789,166116000
1516924800,43.0,43.0,42.51499938964844,42.87749862670898,156572000
1517184000,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,202561600
1517270400,41.38249969482422,41.84249877929688,41.17499923706055,41.74250030517578,184192800
1517356800,41.71749877929688,42.11000061035156,41.625,41.85749816894531,129915600
1517443200,41.79249954223633,42.15499877929688,41.68999862670898,41.94499969482422,188923200
1517529600,41.5,41.70000076293945,40.025001525878906,40.125,346375200
1517788800,39.775001525878906,40.970001220703125,39.0,39.122501373291016,290954000
1517875200,38.70750045776367,40.93000030517578,38.5,40.75749969482422,272975200
1517961600,40.772499084472656,40.84999847412109,39.76750183105469,39.8849983215332,206434400
1518048000,40.0724983215332,40.25,38.75749969482422,38.78749847412109,217562000
1518134400,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,282690400
1518393600,39.625,40.97249984741211,39.37749862670898,40.6775016784668,243278000
1518480000,40.48749923706055,41.1875,40.41249847412109,41.084999084472656,130196800
1518566400,40.7599983215332,41.8849983215332,40.720001220703125,41.84249877929688,162579600
1518652800,42.4474983215332,43.272499084472656,42.25,43.247501373291016,204588800
1518739200,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,160704400
1519084800,43.01250076293945,43.56499862670898,42.85499954223633,42.962501525878906,135722000
1519171200,43.20750045776367,43.52999877929688,42.75249862670898,42.76750183105469,149886400
1519257600,42.95000076293945,43.48749923706055,42.9275016784668,43.125,123967600
1519344000,43.41749954223633,43.91249847412109,43.3849983215332,43.875,135249600
1519603200,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,152648800
1519689600,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,155712400
1519776000,44.81499862670898,45.15499877929688,44.51250076293945,44.52999877929688,151128400
1519862400,44.6349983215332,44.94499969482422,43.165000915527344,43.75,195208000
1519948800,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,153816000
1520208000,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,113605600
1520294400,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,95154000
1520380800,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,126814000
1520467200,43.869998931884766,44.27999877929688,43.76750183105469,44.23500061035156,95096400
1520553600,44.4900016784668,45.0,44.34749984741211,44.994998931884766,128740800
1520812800,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,128828400
1520899200,45.647499084472656,45.875,44.810001373291016,44.99250030517578,126774000
1520985600,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,117473600
1521072000,44.625,45.060001373291016,44.51750183105469,44.66249847412109,90975200
1521158400,44.66249847412109,44.77999877929688,44.40499877929688,44.505001068115234,157618800
1521417600,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,133787200
1521504000,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,78597600
1521590400,43.7599983215332,43.772499084472656,42.81499862670898,42.817501068115234,148219600
1521676800,42.5,43.16999816894531,42.150001525878906,42.212501525878906,165963200
1521763200,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,164115200
1522022400,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,150164800
1522108800,43.41999816894531,43.78749847412109,41.72999954223633,42.084999084472656,163690400
1522195200,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,166674000
1522281600,41.95249938964844,42.9375,41.72499847412109,41.94499969482422,153594000
1522627200,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,150347200
1522713600,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,121112000
1522800000,41.220001220703125,43.00249862670898,41.192501068115234,42.90250015258789,138422000
